map,tier,hero,delta_wr,delta_pr,presence,archetype,rank_comparison,sample_size
ilios,B,emre,0.07,-3.3,Niche (-3.3%),Neutral,Better in GM+,44
ilios,B,freja,1.09,2.27,Popular (+2.3%),Neutral,Even Across Ranks,44
ilios,B,genji,0.76,0.26,Standard (+0.3%),Neutral,Even Across Ranks,44
ilios,B,hanzo,-1.17,-3.04,Niche (-3.0%),Neutral,Even Across Ranks,44
ilios,S,hazard,3.63,3.97,Map Priority (+4.0%),Meta,Even Across Ranks,43
ilios,C,illari,-2.58,-3.04,Niche (-3.0%),Deterrent,Even Across Ranks,44
ilios,S,jetpackcat,3.87,3.39,Map Priority (+3.4%),Meta,Better in Masters,44
ilios,A,junkerqueen,2.08,0.24,Standard (+0.2%),Favorable,Even Across Ranks,40
ilios,A,junkrat,2.68,-0.8,Standard (-0.8%),Specialist,Even Across Ranks,43
ilios,B,juno,0.06,0.34,Standard (+0.3%),Neutral,Even Across Ranks,43
ilios,B,kiriko,1.15,5.52,Map Priority (+5.5%),Neutral,Better in GM+,44
ilios,C,lifeweaver,-2.16,-0.54,Standard (-0.5%),Deterrent,Even Across Ranks,42
ilios,S,lucio,4.84,6.56,Map Priority (+6.6%),Meta,Better in GM+,44
ilios,C,mauga,-2.0,-0.14,Standard (-0.1%),Deterrent,Even Across Ranks,42
ilios,D,mei,-4.32,-1.67,Niche (-1.7%),Deterrent,Even Across Ranks,43
ilios,B,mercy,0.89,-0.36,Standard (-0.4%),Neutral,Even Across Ranks,42
ilios,B,mizuki,-1.14,1.35,Popular (+1.4%),Neutral,Even Across Ranks,44
ilios,B,moira,0.11,0.94,Standard (+0.9%),Neutral,Even Across Ranks,43
ilios,B,orisa,-1.02,-0.84,Standard (-0.8%),Neutral,Even Across Ranks,42
ilios,A,pharah,1.91,1.75,Popular (+1.7%),Meta,Even Across Ranks,43
ilios,C,ramattra,-2.17,-2.45,Niche (-2.4%),Deterrent,Better in Masters,32
ilios,B,reaper,0.41,2.74,Popular (+2.7%),Neutral,Even Across Ranks,44
ilios,C,reinhardt,-1.7,-2.02,Niche (-2.0%),Deterrent,Even Across Ranks,42
ilios,S,roadhog,3.45,2.52,Popular (+2.5%),Meta,Even Across Ranks,43
ilios,B,shion,-0.55,1.89,Popular (+1.9%),Neutral,Even Across Ranks,20
ilios,B,sierra,-0.48,-0.9,Standard (-0.9%),Neutral,Better in GM+,26
ilios,D,sigma,-5.01,-7.71,Niche (-7.7%),Deterrent,Even Across Ranks,43
ilios,C,sojourn,-1.65,-7.56,Niche (-7.6%),Deterrent,Better in Masters,44
ilios,C,soldier76,-2.94,-3.54,Niche (-3.5%),Deterrent,Even Across Ranks,43
ilios,C,sombra,-1.69,0.65,Standard (+0.6%),Unfavorable,Even Across Ranks,44
ilios,B,symmetra,-0.02,-0.16,Standard (-0.2%),Neutral,Even Across Ranks,44
ilios,S,torbjorn,3.33,-0.42,Standard (-0.4%),Specialist,Even Across Ranks,43
ilios,C,tracer,-1.9,6.37,Map Priority (+6.4%),Trap Pick,Even Across Ranks,44
ilios,A,vendetta,1.54,0.31,Standard (+0.3%),Favorable,Better in GM+,39
ilios,B,venture,-0.43,0.39,Standard (+0.4%),Neutral,Better in Masters,44
ilios,B,widowmaker,0.87,-0.74,Standard (-0.7%),Neutral,Better in GM+,44
ilios,A,winston,1.46,5.54,Map Priority (+5.5%),Favorable,Even Across Ranks,44
ilios,B,wreckingball,0.88,2.56,Popular (+2.6%),Neutral,Better in GM+,44
ilios,C,wuyang,-1.87,-3.31,Niche (-3.3%),Deterrent,Even Across Ranks,44
ilios,D,zarya,-3.1,-2.72,Niche (-2.7%),Deterrent,Better in GM+,42
ilios,B,zenyatta,0.54,-3.97,Niche (-4.0%),Neutral,Even Across Ranks,42
junkertown,S,ana,3.48,11.2,Map Priority (+11.2%),Meta,Even Across Ranks,44
junkertown,B,anran,0.96,-0.92,Standard (-0.9%),Neutral,Even Across Ranks,43
junkertown,C,ashe,-1.62,6.24,Map Priority (+6.2%),Trap Pick,Even Across Ranks,43
junkertown,B,baptiste,0.71,0.99,Standard (+1.0%),Neutral,Even Across Ranks,43
junkertown,B,bastion,-0.71,0.47,Standard (+0.5%),Neutral,Better in Masters,42
junkertown,A,brigitte,1.38,-1.61,Niche (-1.6%),Favorable,Better in GM+,43
junkertown,C,cassidy,-1.85,-6.47,Niche (-6.5%),Deterrent,Better in Masters,44
junkertown,D,dmon,-3.44,-2.79,Niche (-2.8%),Deterrent,Better in Masters,8
junkertown,C,domina,-2.56,1.01,Popular (+1.0%),Trap Pick,Better in Masters,43
junkertown,C,doomfist,-1.85,-1.0,Niche (-1.0%),Deterrent,Better in Masters,43
junkertown,C,dva,-1.66,0.77,Standard (+0.8%),Unfavorable,Better in Masters,44
junkertown,B,echo,0.05,-2.68,Niche (-2.7%),Neutral,Better in Masters,42
junkertown,B,emre,-0.45,2.1,Popular (+2.1%),Neutral,Better in Masters,44
junkertown,S,freja,4.65,1.42,Popular (+1.4%),Favorable,Better in GM+,43
junkertown,A,genji,1.36,1.82,Popular (+1.8%),Favorable,Better in GM+,44
junkertown,A,hanzo,1.88,4.46,Map Priority (+4.5%),Meta,Even Across Ranks,43
junkertown,B,hazard,0.03,-2.22,Niche (-2.2%),Neutral,Even Across Ranks,43
junkertown,A,illari,2.24,5.05,Map Priority (+5.1%),Meta,Even Across Ranks,44
junkertown,B,jetpackcat,-0.02,-1.9,Niche (-1.9%),Neutral,Even Across Ranks,43
junkertown,D,junkerqueen,-5.47,-1.15,Niche (-1.2%),Deterrent,Better in Masters,34
junkertown,A,junkrat,2.48,-0.59,Standard (-0.6%),Specialist,Better in GM+,42
junkertown,C,juno,-2.91,-2.32,Niche (-2.3%),Deterrent,Better in Masters,42
junkertown,B,kiriko,0.61,-7.99,Niche (-8.0%),Neutral,Even Across Ranks,44
junkertown,C,lifeweaver,-2.69,1.38,Popular (+1.4%),Trap Pick,Even Across Ranks,43
junkertown,D,lucio,-5.65,-5.52,Niche (-5.5%),Deterrent,Better in GM+,41
junkertown,B,mauga,-1.0,-1.14,Niche (-1.1%),Neutral,Better in Masters,43
junkertown,B,mei,0.58,-0.55,Standard (-0.6%),Neutral,Better in GM+,42
junkertown,B,mercy,0.06,2.08,Popular (+2.1%),Neutral,Even Across Ranks,43
junkertown,C,mizuki,-2.38,-3.32,Niche (-3.3%),Deterrent,Even Across Ranks,44
junkertown,C,moira,-2.29,-2.34,Niche (-2.3%),Deterrent,Even Across Ranks,43
junkertown,B,orisa,0.47,-1.37,Niche (-1.4%),Neutral,Even Across Ranks,43
junkertown,D,pharah,-6.21,-2.7,Niche (-2.7%),Deterrent,Even Across Ranks,42
junkertown,D,ramattra,-4.02,-1.36,Niche (-1.4%),Deterrent,Even Across Ranks,41
junkertown,C,reaper,-2.15,-2.18,Niche (-2.2%),Deterrent,Even Across Ranks,43
junkertown,B,reinhardt,0.52,-1.29,Niche (-1.3%),Neutral,Better in GM+,42
junkertown,D,roadhog,-3.99,0.12,Standard (+0.1%),Unfavorable,Better in Masters,43
junkertown,B,shion,1.06,-5.73,Niche (-5.7%),Neutral,Better in Masters,20
junkertown,A,sierra,1.62,0.87,Standard (+0.9%),Favorable,Better in GM+,28
junkertown,S,sigma,3.71,9.5,Map Priority (+9.5%),Meta,Better in GM+,44
junkertown,B,sojourn,0.92,0.46,Standard (+0.5%),Neutral,Even Across Ranks,44
junkertown,C,soldier76,-2.93,2.5,Popular (+2.5%),Trap Pick,Better in Masters,44
junkertown,A,sombra,1.35,1.05,Popular (+1.0%),Favorable,Better in GM+,43
junkertown,C,symmetra,-1.71,-1.1,Niche (-1.1%),Deterrent,Even Across Ranks,40
junkertown,B,torbjorn,0.35,0.25,Standard (+0.3%),Neutral,Even Across Ranks,42
junkertown,B,tracer,0.15,-7.39,Niche (-7.4%),Neutral,Even Across Ranks,44
junkertown,D,vendetta,-4.34,-0.2,Standard (-0.2%),Deterrent,Better in GM+,36
junkertown,B,venture,0.06,-0.26,Standard (-0.3%),Neutral,Better in GM+,43
junkertown,S,widowmaker,5.65,8.01,Map Priority (+8.0%),Meta,Even Across Ranks,44
junkertown,B,winston,-0.23,0.96,Standard (+1.0%),Neutral,Better in GM+,44
junkertown,A,wreckingball,2.35,0.49,Standard (+0.5%),Favorable,Better in GM+,43
junkertown,C,wuyang,-2.36,-0.18,Standard (-0.2%),Deterrent,Better in Masters,44
junkertown,D,zarya,-3.64,-2.2,Niche (-2.2%),Deterrent,Even Across Ranks,43
junkertown,S,zenyatta,3.46,4.89,Map Priority (+4.9%),Meta,Better in GM+,44
kings-row,A,ana,1.83,4.82,Map Priority (+4.8%),Meta,Even Across Ranks,44
kings-row,B,anran,-0.47,-0.28,Standard (-0.3%),Neutral,Even Across Ranks,44
kings-row,C,ashe,-1.76,-0.5,Standard (-0.5%),Deterrent,Even Across Ranks,44
kings-row,B,baptiste,-0.29,3.26,Map Priority (+3.3%),Neutral,Even Across Ranks,44
kings-row,B,bastion,-0.54,2.45,Popular (+2.4%),Neutral,Even Across Ranks,43
kings-row,C,brigitte,-1.4,-2.8,Niche (-2.8%),Unfavorable,Better in Masters,44
kings-row,B,cassidy,0.49,-1.88,Niche (-1.9%),Neutral,Even Across Ranks,44
kings-row,A,dmon,1.36,0.33,Standard (+0.3%),Favorable,Better in GM+,8
kings-row,B,domina,0.54,1.01,Popular (+1.0%),Neutral,Even Across Ranks,43
kings-row,B,doomfist,-1.02,-0.46,Standard (-0.5%),Neutral,Better in Masters,44
kings-row,B,dva,-0.9,-1.24,Niche (-1.2%),Neutral,Better in GM+,44
kings-row,B,echo,-1.02,0.38,Standard (+0.4%),Neutral,Better in GM+,44
kings-row,D,emre,-3.23,-1.42,Niche (-1.4%),Deterrent,Even Across Ranks,44
kings-row,C,freja,-1.24,0.46,Standard (+0.5%),Unfavorable,Better in Masters,44
kings-row,B,genji,-0.08,0.43,Standard (+0.4%),Neutral,Even Across Ranks,44
kings-row,A,hanzo,2.18,3.51,Map Priority (+3.5%),Meta,Even Across Ranks,44
kings-row,B,hazard,-0.86,-2.44,Niche (-2.4%),Neutral,Even Across Ranks,43
kings-row,C,illari,-1.47,-0.52,Standard (-0.5%),Unfavorable,Even Across Ranks,44
kings-row,D,jetpackcat,-3.56,-1.21,Niche (-1.2%),Deterrent,Even Across Ranks,44
kings-row,C,junkerqueen,-2.85,-0.16,Standard (-0.2%),Deterrent,Even Across Ranks,41
kings-row,A,junkrat,2.06,1.4,Popular (+1.4%),Favorable,Even Across Ranks,43
kings-row,B,juno,-0.33,-0.01,Standard (-0.0%),Neutral,Even Across Ranks,43
kings-row,B,kiriko,-0.41,-4.95,Niche (-4.9%),Neutral,Even Across Ranks,44
kings-row,C,lifeweaver,-1.33,0.02,Standard (+0.0%),Unfavorable,Better in Masters,43
kings-row,B,lucio,-0.76,-2.49,Niche (-2.5%),Neutral,Even Across Ranks,44
kings-row,B,mauga,-1.1,-1.05,Niche (-1.1%),Neutral,Better in GM+,43
kings-row,B,mei,-1.19,2.82,Popular (+2.8%),Neutral,Even Across Ranks,44
kings-row,C,mercy,-2.83,-0.73,Standard (-0.7%),Deterrent,Even Across Ranks,44
kings-row,B,mizuki,-0.06,-0.35,Standard (-0.3%),Neutral,Even Across Ranks,44
kings-row,B,moira,-1.11,-0.67,Standard (-0.7%),Neutral,Even Across Ranks,43
kings-row,S,orisa,4.77,1.44,Popular (+1.4%),Favorable,Even Across Ranks,44
kings-row,A,pharah,1.64,2.48,Popular (+2.5%),Meta,Even Across Ranks,44
kings-row,B,ramattra,-1.06,2.55,Popular (+2.5%),Neutral,Better in Masters,43
kings-row,A,reaper,2.02,-0.5,Standard (-0.5%),Specialist,Better in GM+,44
kings-row,B,reinhardt,-0.49,2.49,Popular (+2.5%),Neutral,Better in Masters,44
kings-row,C,roadhog,-2.23,-1.13,Niche (-1.1%),Deterrent,Even Across Ranks,44
kings-row,B,shion,-0.11,-4.01,Niche (-4.0%),Neutral,Even Across Ranks,20
kings-row,B,sierra,0.56,0.18,Standard (+0.2%),Neutral,Even Across Ranks,27
kings-row,B,sigma,-0.14,2.46,Popular (+2.5%),Neutral,Better in GM+,44
kings-row,B,sojourn,-0.55,1.23,Popular (+1.2%),Neutral,Even Across Ranks,44
kings-row,C,soldier76,-2.09,-4.44,Niche (-4.4%),Deterrent,Better in GM+,43
kings-row,B,sombra,-0.73,-0.9,Standard (-0.9%),Neutral,Better in Masters,41
kings-row,B,symmetra,-0.3,0.35,Standard (+0.3%),Neutral,Even Across Ranks,43
kings-row,C,torbjorn,-1.83,0.13,Standard (+0.1%),Unfavorable,Even Across Ranks,42
kings-row,D,tracer,-3.38,-8.09,Niche (-8.1%),Deterrent,Even Across Ranks,44
kings-row,C,vendetta,-2.22,-0.11,Standard (-0.1%),Deterrent,Better in GM+,41
kings-row,A,venture,1.87,0.22,Standard (+0.2%),Favorable,Even Across Ranks,43
kings-row,B,widowmaker,1.01,3.37,Map Priority (+3.4%),Neutral,Better in Masters,44
kings-row,D,winston,-4.31,-4.81,Niche (-4.8%),Deterrent,Even Across Ranks,44
kings-row,D,wreckingball,-6.41,-2.58,Niche (-2.6%),Deterrent,Even Across Ranks,44
kings-row,C,wuyang,-1.63,1.61,Popular (+1.6%),Trap Pick,Better in GM+,44
kings-row,A,zarya,1.24,3.67,Map Priority (+3.7%),Favorable,Better in Masters,44
kings-row,B,zenyatta,-0.89,3.65,Map Priority (+3.6%),Neutral,Better in Masters,44
lijiang-tower,C,ana,-1.64,-7.59,Niche (-7.6%),Deterrent,Even Across Ranks,44
lijiang-tower,C,anran,-2.7,0.42,Standard (+0.4%),Unfavorable,Even Across Ranks,43
lijiang-tower,D,ashe,-3.42,-6.12,Niche (-6.1%),Deterrent,Even Across Ranks,42
lijiang-tower,B,baptiste,-0.85,-1.31,Niche (-1.3%),Neutral,Better in Masters,43
lijiang-tower,B,bastion,-0.58,-0.57,Standard (-0.6%),Neutral,Better in Masters,44
lijiang-tower,B,brigitte,0.19,-0.23,Standard (-0.2%),Neutral,Better in Masters,44
lijiang-tower,B,cassidy,0.35,5.77,Map Priority (+5.8%),Neutral,Even Across Ranks,44
lijiang-tower,B,dmon,-0.57,1.12,Popular (+1.1%),Neutral,Even Across Ranks,8
lijiang-tower,A,domina,2.55,-1.21,Niche (-1.2%),Specialist,Better in GM+,44
lijiang-tower,B,doomfist,0.48,1.2,Popular (+1.2%),Neutral,Even Across Ranks,44
lijiang-tower,C,dva,-2.15,-1.43,Niche (-1.4%),Deterrent,Even Across Ranks,44
lijiang-tower,D,echo,-3.59,0.19,Standard (+0.2%),Unfavorable,Better in Masters,44
lijiang-tower,C,emre,-1.37,-2.34,Niche (-2.3%),Unfavorable,Even Across Ranks,44
lijiang-tower,C,freja,-1.76,-1.21,Niche (-1.2%),Deterrent,Even Across Ranks,42
lijiang-tower,B,genji,0.24,-1.06,Niche (-1.1%),Neutral,Even Across Ranks,43
lijiang-tower,B,hanzo,-0.14,-2.39,Niche (-2.4%),Neutral,Better in Masters,44
lijiang-tower,B,hazard,0.7,0.06,Standard (+0.1%),Neutral,Even Across Ranks,43
lijiang-tower,B,illari,-0.77,-3.8,Niche (-3.8%),Neutral,Even Across Ranks,44
lijiang-tower,A,jetpackcat,1.36,0.87,Standard (+0.9%),Favorable,Even Across Ranks,44
lijiang-tower,B,junkerqueen,-0.1,0.88,Standard (+0.9%),Neutral,Even Across Ranks,43
lijiang-tower,B,junkrat,0.43,0.91,Standard (+0.9%),Neutral,Better in GM+,43
lijiang-tower,C,juno,-1.68,0.73,Standard (+0.7%),Unfavorable,Even Across Ranks,43
lijiang-tower,B,kiriko,0.85,4.92,Map Priority (+4.9%),Neutral,Even Across Ranks,44
lijiang-tower,C,lifeweaver,-2.0,-1.21,Niche (-1.2%),Deterrent,Even Across Ranks,41
lijiang-tower,A,lucio,2.99,7.06,Map Priority (+7.1%),Meta,Even Across Ranks,43
lijiang-tower,C,mauga,-1.5,1.35,Popular (+1.3%),Trap Pick,Even Across Ranks,44
lijiang-tower,S,mei,4.54,0.33,Standard (+0.3%),Favorable,Better in GM+,44
lijiang-tower,C,mercy,-1.63,-0.94,Standard (-0.9%),Deterrent,Even Across Ranks,43
lijiang-tower,A,mizuki,1.34,2.54,Popular (+2.5%),Favorable,Even Across Ranks,44
lijiang-tower,B,moira,1.05,2.07,Popular (+2.1%),Neutral,Even Across Ranks,43
lijiang-tower,A,orisa,2.41,2.28,Popular (+2.3%),Meta,Better in GM+,44
lijiang-tower,S,pharah,4.59,5.0,Map Priority (+5.0%),Meta,Even Across Ranks,44
lijiang-tower,B,ramattra,0.7,1.32,Popular (+1.3%),Neutral,Better in Masters,44
lijiang-tower,A,reaper,2.55,1.48,Popular (+1.5%),Favorable,Even Across Ranks,44
lijiang-tower,S,reinhardt,3.32,2.12,Popular (+2.1%),Meta,Even Across Ranks,44
lijiang-tower,A,roadhog,1.86,-0.22,Standard (-0.2%),Specialist,Even Across Ranks,43
lijiang-tower,B,shion,-0.34,2.84,Popular (+2.8%),Neutral,Even Across Ranks,20
lijiang-tower,B,sierra,-0.1,-0.69,Standard (-0.7%),Neutral,Even Across Ranks,26
lijiang-tower,C,sigma,-1.81,-5.09,Niche (-5.1%),Deterrent,Even Across Ranks,44
lijiang-tower,B,sojourn,1.05,1.15,Popular (+1.1%),Neutral,Even Across Ranks,44
lijiang-tower,C,soldier76,-1.58,-2.32,Niche (-2.3%),Deterrent,Even Across Ranks,43
lijiang-tower,B,sombra,-0.24,-0.37,Standard (-0.4%),Neutral,Better in Masters,44
lijiang-tower,S,symmetra,3.11,2.85,Popular (+2.8%),Meta,Even Across Ranks,44
lijiang-tower,S,torbjorn,3.91,-0.69,Standard (-0.7%),Specialist,Even Across Ranks,39
lijiang-tower,C,tracer,-1.55,1.98,Popular (+2.0%),Trap Pick,Even Across Ranks,44
lijiang-tower,B,vendetta,-1.11,0.45,Standard (+0.4%),Neutral,Better in Masters,41
lijiang-tower,C,venture,-2.14,0.19,Standard (+0.2%),Unfavorable,Even Across Ranks,43
lijiang-tower,D,widowmaker,-7.09,-4.24,Niche (-4.2%),Deterrent,Even Across Ranks,41
lijiang-tower,C,winston,-1.27,-5.07,Niche (-5.1%),Unfavorable,Even Across Ranks,44
lijiang-tower,C,wreckingball,-1.58,0.95,Standard (+1.0%),Unfavorable,Even Across Ranks,44
lijiang-tower,B,wuyang,-0.42,-0.32,Standard (-0.3%),Neutral,Even Across Ranks,44
lijiang-tower,A,zarya,2.96,2.18,Popular (+2.2%),Meta,Better in GM+,44
lijiang-tower,B,zenyatta,0.74,-2.28,Niche (-2.3%),Neutral,Better in GM+,44
midtown,B,ana,-0.5,4.33,Map Priority (+4.3%),Neutral,Even Across Ranks,44
midtown,B,anran,-0.83,-0.06,Standard (-0.1%),Neutral,Better in GM+,41
midtown,C,ashe,-2.04,3.23,Map Priority (+3.2%),Trap Pick,Even Across Ranks,44
midtown,B,baptiste,0.84,3.08,Map Priority (+3.1%),Neutral,Even Across Ranks,44
midtown,D,bastion,-5.53,0.96,Standard (+1.0%),Unfavorable,Better in Masters,44
midtown,A,brigitte,1.45,-2.93,Niche (-2.9%),Favorable,Better in GM+,44
midtown,B,cassidy,-0.49,-4.31,Niche (-4.3%),Neutral,Even Across Ranks,44
midtown,A,dmon,2.28,-1.08,Niche (-1.1%),Specialist,Better in GM+,8
midtown,B,domina,0.32,2.55,Popular (+2.6%),Neutral,Better in Masters,44
midtown,B,doomfist,0.21,-2.08,Niche (-2.1%),Neutral,Better in GM+,44
midtown,B,dva,-0.25,-2.0,Niche (-2.0%),Neutral,Even Across Ranks,42
midtown,D,echo,-3.76,-1.94,Niche (-1.9%),Deterrent,Better in Masters,44
midtown,B,emre,0.47,2.36,Popular (+2.4%),Neutral,Even Across Ranks,44
midtown,B,freja,-0.12,-0.61,Standard (-0.6%),Neutral,Better in GM+,42
midtown,S,genji,3.51,-1.5,Niche (-1.5%),Specialist,Better in GM+,44
midtown,B,hanzo,-0.18,2.65,Popular (+2.7%),Neutral,Even Across Ranks,42
midtown,D,hazard,-3.0,-3.78,Niche (-3.8%),Deterrent,Better in Masters,41
midtown,B,illari,0.46,1.9,Popular (+1.9%),Neutral,Even Across Ranks,44
midtown,D,jetpackcat,-6.32,-2.61,Niche (-2.6%),Deterrent,Even Across Ranks,44
midtown,D,junkerqueen,-3.25,-0.62,Standard (-0.6%),Deterrent,Even Across Ranks,38
midtown,B,junkrat,-0.97,0.38,Standard (+0.4%),Neutral,Better in GM+,44
midtown,A,juno,2.77,0.17,Standard (+0.2%),Favorable,Even Across Ranks,43
midtown,C,kiriko,-1.67,-4.58,Niche (-4.6%),Deterrent,Even Across Ranks,44
midtown,B,lifeweaver,0.6,0.82,Standard (+0.8%),Neutral,Better in GM+,43
midtown,D,lucio,-7.49,-4.36,Niche (-4.4%),Deterrent,Even Across Ranks,39
midtown,C,mauga,-2.38,-1.49,Niche (-1.5%),Deterrent,Better in GM+,41
midtown,C,mei,-2.92,1.47,Popular (+1.5%),Trap Pick,Even Across Ranks,44
midtown,C,mercy,-2.54,0.19,Standard (+0.2%),Unfavorable,Better in GM+,42
midtown,B,mizuki,-1.13,-1.41,Niche (-1.4%),Neutral,Even Across Ranks,44
midtown,B,moira,0.28,-1.25,Niche (-1.2%),Neutral,Even Across Ranks,43
midtown,A,orisa,1.77,0.65,Standard (+0.6%),Favorable,Even Across Ranks,44
midtown,C,pharah,-2.81,-0.43,Standard (-0.4%),Deterrent,Better in GM+,43
midtown,C,ramattra,-1.29,2.14,Popular (+2.1%),Unfavorable,Even Across Ranks,44
midtown,B,reaper,-0.11,-2.19,Niche (-2.2%),Neutral,Better in Masters,44
midtown,D,reinhardt,-3.89,0.73,Standard (+0.7%),Unfavorable,Better in Masters,44
midtown,C,roadhog,-2.84,-0.65,Standard (-0.7%),Deterrent,Even Across Ranks,44
midtown,C,shion,-1.71,-3.64,Niche (-3.6%),Deterrent,Even Across Ranks,20
midtown,A,sierra,2.76,0.48,Standard (+0.5%),Favorable,Even Across Ranks,27
midtown,B,sigma,-0.5,9.16,Map Priority (+9.2%),Neutral,Even Across Ranks,44
midtown,B,sojourn,0.08,4.45,Map Priority (+4.5%),Neutral,Even Across Ranks,44
midtown,C,soldier76,-1.87,-1.23,Niche (-1.2%),Deterrent,Even Across Ranks,43
midtown,D,sombra,-3.74,-0.59,Standard (-0.6%),Deterrent,Better in Masters,40
midtown,C,symmetra,-1.88,1.07,Popular (+1.1%),Trap Pick,Better in GM+,44
midtown,D,torbjorn,-3.52,0.44,Standard (+0.4%),Unfavorable,Better in GM+,43
midtown,B,tracer,-1.03,-5.98,Niche (-6.0%),Neutral,Better in Masters,44
midtown,B,vendetta,-0.15,-0.46,Standard (-0.5%),Neutral,Better in Masters,34
midtown,S,venture,3.02,0.31,Standard (+0.3%),Favorable,Even Across Ranks,43
midtown,A,widowmaker,1.47,3.53,Map Priority (+3.5%),Favorable,Better in Masters,44
midtown,D,winston,-6.4,-5.06,Niche (-5.1%),Deterrent,Better in Masters,44
midtown,D,wreckingball,-5.77,-2.52,Niche (-2.5%),Deterrent,Better in Masters,43
midtown,B,wuyang,0.02,2.66,Popular (+2.7%),Neutral,Even Across Ranks,44
midtown,B,zarya,0.07,2.93,Popular (+2.9%),Neutral,Better in Masters,44
midtown,C,zenyatta,-2.17,3.78,Map Priority (+3.8%),Trap Pick,Better in Masters,44
neon-junction,C,ana,-1.94,2.26,Popular (+2.3%),Trap Pick,Better in Masters,20
neon-junction,D,anran,-3.21,-0.2,Standard (-0.2%),Deterrent,Better in Masters,20
neon-junction,C,ashe,-1.71,0.62,Standard (+0.6%),Unfavorable,Even Across Ranks,20
neon-junction,C,baptiste,-2.23,1.47,Popular (+1.5%),Trap Pick,Even Across Ranks,20
neon-junction,A,bastion,1.78,2.38,Popular (+2.4%),Meta,Better in GM+,20
neon-junction,D,brigitte,-4.98,-2.9,Niche (-2.9%),Deterrent,Better in Masters,20
neon-junction,B,cassidy,0.24,-3.08,Niche (-3.1%),Neutral,Even Across Ranks,20
neon-junction,D,dmon,-3.12,0.12,Standard (+0.1%),Unfavorable,Even Across Ranks,8
neon-junction,B,domina,-0.25,1.27,Popular (+1.3%),Neutral,Better in GM+,20
neon-junction,C,doomfist,-2.78,-1.43,Niche (-1.4%),Deterrent,Better in Masters,20
neon-junction,C,dva,-2.91,-2.99,Niche (-3.0%),Deterrent,Even Across Ranks,20
neon-junction,D,echo,-4.46,-2.38,Niche (-2.4%),Deterrent,Even Across Ranks,20
neon-junction,C,emre,-1.25,0.98,Standard (+1.0%),Unfavorable,Even Across Ranks,20
neon-junction,D,freja,-4.24,0.07,Standard (+0.1%),Unfavorable,Even Across Ranks,20
neon-junction,B,genji,-0.56,-1.99,Niche (-2.0%),Neutral,Even Across Ranks,20
neon-junction,C,hanzo,-2.4,1.81,Popular (+1.8%),Trap Pick,Even Across Ranks,20
neon-junction,D,hazard,-6.24,-3.85,Niche (-3.8%),Deterrent,Even Across Ranks,20
neon-junction,B,illari,-0.61,-0.61,Standard (-0.6%),Neutral,Better in GM+,20
neon-junction,D,jetpackcat,-3.3,-2.99,Niche (-3.0%),Deterrent,Better in GM+,20
neon-junction,C,junkerqueen,-1.21,-0.26,Standard (-0.3%),Unfavorable,Even Across Ranks,19
neon-junction,D,junkrat,-5.86,0.43,Standard (+0.4%),Unfavorable,Even Across Ranks,20
neon-junction,C,juno,-1.67,0.97,Standard (+1.0%),Unfavorable,Better in Masters,20
neon-junction,B,kiriko,0.85,-2.18,Niche (-2.2%),Neutral,Even Across Ranks,20
neon-junction,B,lifeweaver,-0.67,0.51,Standard (+0.5%),Neutral,Even Across Ranks,20
neon-junction,C,lucio,-2.32,-2.44,Niche (-2.4%),Deterrent,Better in GM+,20
neon-junction,C,mauga,-1.82,-1.03,Niche (-1.0%),Deterrent,Better in GM+,20
neon-junction,C,mei,-1.55,2.8,Popular (+2.8%),Trap Pick,Even Across Ranks,20
neon-junction,D,mercy,-3.01,-0.55,Standard (-0.6%),Deterrent,Even Across Ranks,18
neon-junction,S,mizuki,3.46,0.37,Standard (+0.4%),Favorable,Even Across Ranks,20
neon-junction,B,moira,1.0,-0.57,Standard (-0.6%),Neutral,Better in GM+,20
neon-junction,A,orisa,1.41,1.65,Popular (+1.6%),Favorable,Even Across Ranks,20
neon-junction,B,pharah,-0.52,0.25,Standard (+0.2%),Neutral,Even Across Ranks,20
neon-junction,A,ramattra,1.59,3.67,Map Priority (+3.7%),Meta,Better in GM+,20
neon-junction,B,reaper,0.46,-1.41,Niche (-1.4%),Neutral,Even Across Ranks,20
neon-junction,A,reinhardt,2.07,2.54,Popular (+2.5%),Meta,Better in GM+,20
neon-junction,D,roadhog,-3.02,-1.03,Niche (-1.0%),Deterrent,Better in Masters,20
neon-junction,A,shion,1.73,2.45,Popular (+2.4%),Meta,Even Across Ranks,20
neon-junction,A,sierra,1.62,0.4,Standard (+0.4%),Favorable,Better in Masters,16
neon-junction,B,sigma,0.2,7.36,Map Priority (+7.4%),Neutral,Even Across Ranks,20
neon-junction,B,sojourn,-0.44,5.07,Map Priority (+5.1%),Neutral,Even Across Ranks,20
neon-junction,B,soldier76,0.27,-2.26,Niche (-2.3%),Neutral,Better in GM+,20
neon-junction,B,sombra,-1.04,-0.65,Standard (-0.6%),Neutral,Better in Masters,19
neon-junction,B,symmetra,0.62,0.69,Standard (+0.7%),Neutral,Even Across Ranks,20
neon-junction,B,torbjorn,0.39,0.27,Standard (+0.3%),Neutral,Better in GM+,19
neon-junction,D,tracer,-3.78,-8.12,Niche (-8.1%),Deterrent,Even Across Ranks,20
